"","x"
"3286","yea oke "
"3287","ramah"
"3288","ok"
"3289","terima  driver ramah"
"3290","good"
"3291","nyaman"
"3292","ok manfaat"
"3293","aplikasi jelek bike mahal"
"3294"," update buka  mesan update buka  payah bikin susah orang pas  butuh pesan pesan  tunggu proses paksa pesan aplikasi saing  kuning hijau nya"
"3295"," biaya  biaya parkir bayar parkir  biaya mesan biaya kemas ongkir gila gila kadang  tips driver pilih diskon untung konsumen  ayam geprek bayar k biaya aplikasi fungsi tuju"
"3296",NA
"3297","character"
"3298","apk nmakama"
"3299","tingkat oenghasilan "
"3300","ramah"
"3301","oke"
"3302","kemudi sopan"
"3303","terima "
"3304","keren"
"3305","terima "
"3306","character"
"3307","bagus"
"3308","ok"
"3309","nyaman terima "
"3310","bantu"
"3311","terima "
"3312","driver  edukasi ya tunggu main cancel marah marah"
"3313","aplikasi kacau ya beli food metode bayar tunai ya minn  teliti bayar nya"
"3314","lol update mulu apk nya"
"3315","bagus semoga thnkz "
"3316","good job"
"3317","sesal"
"3318","sopan"
"3319","bantu"
"3320","mantap"
"3321","mantap"
"3322","sayang basic map by google susah cari alamat"
"3323","makasiiiihhh"
"3324","bantu"
"3325","bantu"
"3326","bagus"
"3327","bagus drivernya ramah sabar"
"3328","jangkau"
"3329","ramah"
"3330","white screen capek"
"3331","mantaab"
"3332","nyaman"
"3333","bantu"
"3334","bagus ya mahal  bunda"
"3335",NA
"3336","kadang bingung fungsi hemat harga bayar kayak harga standar harga harga bayar harga dirincian wkwk"
"3337","ok"
"3338","selesa tenang aman"
"3339",NA
"3340","mantab"
"3341","memuaskan"
"3342","good"
"3343","suruh updet"
"3344","malas  suruh update mulu ribet  login  fb"
"3345",NA
"3346","ramah"
"3347","lumayanbagus ramah sopan"
"3348","terima "
"3349","susah verifikasi"
"3350","payah lo  susah loding tulis tanggap les woiii update mulu x busetttty tambah parah nih "
"3351","ok map ngacok top "
"3352","alhamdullilah layanan  bagus sekarg"
"3353","harga jangkau"
"3354","mitra negara pandang mitra sebelah mata tuhan langgan mitra  neger"
"3355","manfaat"
"3356","ok"
"3357",NA
"3358","bikin mahal  biaya mesan rbu coba hilang biaya mesan potong komisi driver resto"
"3359","senang hati  aplikasi amann"
"3360","taksi hancur sepi gara gara gojek supir taksi nolak in tumpang masuk taksi usir jarak go car nih nge cancel langgan a alesan dll  kualitas driver go car bermasalah  tumpang biar driver nganggur miskin driver kualitas makmur"
"3361","mahal weee"
"3362","pertahanin ratingnya sumpah drivernya ramah  puol deh hehehe and apk legal orang butuh kendara"
"3363","ok"
"3364","update"
"3365","bantu"
"3366","good"
"3367","order  car"
"3368","peta di bagus jelek"
"3369","bosan update"
"3370","mantul saya mantap betull"
"3371","mantab"
"3372","oops something went wrong ya masuk jdinya pesan "
"3373","sulit masuk alamat pick up point nya"
"3374","kemudi nya"
"3375","ramah "
"3376","ok"
"3377","suka"
"3378","bagus  kakakakkakakakkakwoakwiakaiiaka"
"3379","terima "
"3380","bagus maps temu daerah yayasan cari peta gbada nama"
"3381","murah efisien"
"3382","ok maksimal"
"3383","fresh panas wenaaxxx surabaya kbtulan brmalam yogya sangaaat puwazzzz"
"3384"," itu aman senang"
"3385","daftar  ajuk banding"
"3386","bagus"
"3387","aplikasi gagal hubung server  coba  bantu"
"3388","bagus"
"3389","ngalamin car daerah jakarta  gerak merespon chat maksud calon tumpang batal pesan driver pesan mohon  tingkat batas balas chat tumpang balas rate dikurangin"
"3390","cpat akurat"
"3391","enak"
"3392","aplikasi bayar tolak"
"3393"," "
"3394","ramah sopan"
"3395","bagus gojek"
"3396","membaantu"
"3397","apk aneh update susah"
"3398",NA
"3399","promo best "
"3400","lumayan enak"
"3401","lokasi jemput"
"3402","ok"
"3403","gud"
"3404","ok"
"3405","turun performa buruk jenis biaya"
"3406","og"
"3407","drivernya ramah"
"3408","mantap"
"3409","promonya"
"3410","mudah bantu"
"3411","good"
"3412",""
"3413","terima "
"3414","tarik ranting bagus"
"3415",NA
"3416","good job"
"3417","terima "
"3418","bantu"
"3419","order ambil perkaraa resto paksa cancel order bikin sepi cacat sistem salah mitra resto mitra driver kena imbas sehat"
"3420","good"
"3421","uninstal kapok driver temprament"
"3422","ok"
"3423","bantu solusi cepat pergi terima  "
"3424","memuaskan"
"3425","jelek  bintang"
"3426","aplikasi update mulu"
"3427","good"
"3428",""
"3429","worthit pesan  mahal  gila ongkir dket biaya mesan biaya parkir etdahhhh kode promo kadang    bike car mahal  jarak ribu  mentang mentang udaa dinaikin  bikin orang malas  langgan thunnya kacau "
"3430","lelet aplikasi nya"
"3431","biaya beli  k pesan total masuk akal k parah  harga  naikin biaya parah"
"3432","ok"
"3433","responnya cepattt"
"3434","bagus semoga sehat"
"3435","membntu"
"3436","profesional"
"3437","bantu  ku malaysia"
"3438","bagus memuaskan"
"3439","bantu"
"3440","woy warung tutup cancel drivernya pindah driver  bad heh edit nih ya apk mu ber  warung tutup close order terusin driver an tau driver  bintang  "
"3441","bagus sngat bantu"
"3442","tarif aman kecewa mapsx mutar kliling kota mnit menit klamaan  driverx terpa maps cari jalur cepat tuju bintang an plislah  update mapsx customer capek ajak mutar  aplg low customerx butuh cepat terima "
"3443","good"
"3444","bantu sekal semoga maju"
"3445","wow"
"3446","mantap"
"3447","mantap"
"3448","ok tuju"
"3449","good"
"3450","keren"
"3451","bagus"
"3452","bagus"
"3453","ok"
"3454","bad"
"3455","aplikasi maksa update mulu hp memori gede aplikasi doang isi malas  update maksa  update  delete deh"
"3456","mudah urus"
"3457","kadang drive ojolnya  tempatt jemputt  buru buru nih"
"3458","bagus"
"3459","nyaman"
"3460","yuhu"
"3461","memuaskan"
"3462","update aplikasi hapus instal eh indak aneh"
"3463","lumayandriver aplikasi sibuk jemput  driver  mantap"
"3464","bagus"
"3465","okeee ubah ulas barusan uang pesan ulang geprek cepat dana sar upgrade aplikasi sesi hubung drivernya driver salah berik barang dll"
"3466"," driver cekat konsumen"
"3467","apk update aneh"
"3468","download aplikasi sulit"
"3469","gila drastis car harga  lipat aplikasi sebelah pas hujan ya mahal"
"3470","mantap"
"3471","terima  "
"3472"," bintang  promonya"
"3473","bagus"
"3474","bagus  aplikasi promonya dikit update apalag  promonya cuman"
"3475","buka apa  pemberitahuan update mengupdate pmberitahuan gagal mngupdate  coba aplikasi sngat bantu"
"3476","sehat mas"
"3477","ok"
"3478","aplikasi jlk"
"3479","trma  driver ramah amanah"
"3480","memuaskan"
"3481","alhamdulillah sopir ramah"
"3482","tanggung bagus"
"3483","character"
"3484","update"
"3485","mesan online"
"3486","ajeb"
"3487","good"
"3488","harga up ambil untung ongkir mahal harga  item up hadeeeeeehhhhh"
"3489","loading mulu samps mesan isi ovo gara gara loading mulu  sekaranv jelek"
"3490","best layanan nya"
"3491","good"
"3492","memverivikasikan kode"
"3493","langgan vip unlimited ya kmrn gagal lupa isi saldo muncul tulis salah coba ber gagal"
"3494","sip deh"
"3495","kirim pesan lokasi alas driver order beda restoran alhasil  mjd dingin minum cair buruk sekal nya"
"3496","ok"
"3497","mantap"
"3498"," food bayar  tunai tulis bayar tolak"
"3499","good"
"3500","masuk nomor gampang lihat kode susah bang  tunggu"
"3501","puas"
"3502","bagus"
"3503","x driver jemput"
"3504","bagus"
"3505",NA
"3506","akun diskon sekal   loh  "
"3507",NA
"3508","mahal paman laut"
"3509","bagus"
"3510","character"
"3511","terima anter tuju"
"3512","bagus"
"3513","bagus  aplikasi nomor rumah nomor rumah tetangga"
"3514","josss"
"3515","terima  ya"
"3516","ok"
"3517","cepat drivernya harga suai"
"3518","harga ongkir ngotak  mahal harga ongkir   kembal harga ongkir ribu jarak cuman km ngotak dikit kayak nge up harga  burik nih apk"
"3519","cepat ramah"
"3520","utama layanan  food  restonya tutup ya nyalain fitur batal pesan an driver otw tutup eh pas cancel oper driver korban php drivernya  resto heran kadang  restonya tutup tulis buka  keluh"
"3521","nganu"
"3522","character"
"3523","posisi driver pesan pantau kecewa"
"3524","bantu"
"3525","ok"
"3526","auptudet"
"3527"," lite hp kenyan visa aplikasi nya"
"3528","update update muter mulu"
"3529","good"
"3530","bantu kemudi ramah"
"3531","ok"
"3532","mantap jaya"
"3533","driver ramah thx"
"3534","character"
"3535","sangaat lancar beaktipitas berkendara lebih nyaman cepat"
"3536",NA
"3537","bintang gue  gagal kirim express gara stuck isi detil terima jam pagi jam hadeeuuhh aplikasi busuuukkk"
"3538","respon cepat"
"3539","gkbs diupdate"
"3540","best apk"
"3541","susah login tulis ups salah solis ya"
"3542","curi saldo ovo ku langgan  unlimited akun  th curi saldo ovo bahaya takut mbanking"
"3543","okeh"
"3544","mantap"
"3545","mantap"
"3546"," urus  unlimited pasang belit belit"
"3547","puas"
"3548","lancar"
"3549","loading jam"
"3550","ramah"
"3551","mantap"
"3552","is good"
"3553","nyaman  "
"3554","download  bisa"
"3555","maju aplikasi playananan nya"
"3556","x pesan komplen hari lama tapi ganti  rewards batas  saja kocak duit hilang nge ganti  rewards batas logis  itu hilang uang ya pantesnya ganti uang ganti ovo kayak ya  belanja kepake  hangus deh tuh sama hilang duit gue  ovo ganti nambah in beli pulsa kayak kayak benar logis"
"3557","orgnya"
"3558","sip"
"3559"," mesti malesin"
"3560","mantap"
"3561","aplikasi buruk diupdate ulang ulang install  sulit aplikasi  terima "
"3562","ubah bahasa indonesia bingung aplikasi"
"3563","worth mahal   biaya mahal "
"3564","nih taut ovo ganti nomor kirim kode verikasi nomer bikin emosi"
"3565","aplikasi bagus"
"3566"," "
"3567","ramah"
"3568","gps aplikasi  akurat nih"
"3569","ok"
"3570","bantu"
"3571","good job"
"3572","layanan mantap"
"3573","suka "
"3574","kecewa cso selesa sar tunggu hasil investigasi bd hasil chat selesai suruh tunggu kecewa driver  bike kendara ngebut jaga jarak"
"3575","bagus"
"3576","update gilir update notifikasi update  aplikasi"
"3577","lumayan bantu zaman canggih"
"3578","character"
"3579","nice"
"3580"," payah mau mesen food tangguh mesen enggak tau alesan tangguh apa kalau kayak lari kesebelah semakin kacau  penangguhan tolak transaksi mencurigakan aneh   pesan   saja bakalan laku  kayak caranya kalau mah bintang  bintang"
"3581","aplikasi licik siksa driver nya"
"3582","deh  aplikasi"
"3583","monggo dipon midangetaken larang ya cah"
"3584","ribet uprage "
"3585","nyaman"
"3586","nyaman driver ramah"
"3587",NA
"3588","bagus"
"3589","nice"
"3590","lumayanmantab"
"3591","tah"
"3592","bantu sekal"
"3593","character"
"3594","driver ramah bantu informasi"
"3595","terima  "
"3596","bantu langgan good"
"3597","apl bantu"
"3598","daver ramah terima "
"3599","verifikasi wajah susah  ulang ulang"
"3600","good job"
"3601","good"
"3602","biaya  pesan food mahal ongkirnya biaya "
"3603","bantu"
"3604","ok"
"3605","bantu"
"3606","bobrok aplikasi   estimasi biaya mesan dll atur zz pesan  nunguh jam orang lapar bisa mati tngguin   bantu mudah mati"
"3607","alhamdulillah  ok driver ramah"
"3608","buka food layar putih doang"
"3609","mesan turun jl arteri pondok indah no a rute mall gandaria city rute driver ber kukuh suai titik saya turun samping tol google maps maps  hape maps  hp google maps menit"
"3610"," update maps nya"
"3611","payah nih akhir   bentar diupdate   urgent buru  sistem kayak langgan  kecewa"
"3612"," cepat"
"3613","bantu sekal"
"3614","aplikasi klaim tarik"
"3615","buruk"
"3616","layanan ok"
"3617","bantu masyarakat indonesia"
"3618","the best"
"3619","titik jemput kacau pas kendara salah cari titik jemput"
"3620","sulit titik jemput titik "
"3621","lancar jayaaa"
"3622","aman nyaman"
"3623","sippp"
"3624","berangkat eh suruh update mepet"
"3625","bagus"
"3626","oklh"
"3627"," pesan  biaya harga tettera beda off line biaya layanan mehong"
"3628","driver bagus"
"3629"," mantabbbbbbbb"
"3630","apk bagus"
"3631"," aplikasi "
"3632","layanan"
"3633","keren"
"3634","mantap"
"3635","efektif selfi ambil gambar  kartu kredit debit"
"3636","bagus"
"3637","pengantran cepat pengemudiny ramah"
"3638",""
"3639","bagus"
"3640","aplikasi bagus"
"3641","ok"
"3642","memuaskan"
"3643","cepat nih driver ramah"
"3644","mantap"
"3645","aplikasi nyaman"
"3646","pesan  toko tutup terang pesan batal pesan toko tutup"
"3647","memuaskan"
"3648","login sulit wkwk masuk masuk kode nya"
"3649","top"
"3650",""
"3651","mantap"
"3652","ok"
"3653","bayar tunai nang malaysia pesan  driver katak bayar sistem aplikasi  bukti bayar tunai  suruh transfer nilai bayar driver detail ulang   uninstall aplikasi mudah kibul driver usaha cari bukti upa rekam cctv lokasi"
"3654","drver sabar "
"3655","mantap"
"3656","bis update hp ngelag berat gara gara "
"3657","nih resto tutup confirm terima pesan alhasil ribet tunggu"
"3658","jos"
"3659","coba paham isi nya"
"3660","isi ovo byar  jam masuk masuk lm lm jelass aplikasi  masuk ambil coba uang"
"3661"," gojek nih gara harga bayar meong komplen"
"3662","bagus"
"3663","maaf topi tinggal mobil  sanken  titip security"
"3664","keren"
"3665","mantap"
"3666",""
"3667","pesan jam jam malam nih orang kelaperann"
"3668","download"
"3669","nyaman"
"3670","keren"
"3671","ya hapus aplikasi download  ng isi saldo"
"3672","install buka aneh aplikasi"
"3673","voucher  jam pulang pergi kerja vouchernya saran akun sedia voucher rebut akun  ya"
"3674","biaya  ongkirnya mahal "
"3675","enak lezat daging suwir ayam nyata"
"3676","bagus"
"3677","keren"
"3678","trima ya"
"3679","ramah"
"3680","bagus"
"3681","capek  deh update mulu"
"3682","cocok"
"3683","terima "
"3684","aplikasi standby"
"3685","ramah"
"3686","mantap pelayanananya"
"3687","nyaman top"
"3688","mantap"
"3689","ok"
"3690","good "
"3691","aplikasi download"
"3692","kadang aneh aplikasi install"
"3693","beli  bayar  ovo cash susah  saldo ovonya  ganti bayar"
"3694","keren poll"
"3695","ok mantap"
"3696","terima  mas yayok"
"3697","good"
"3698","ok"
"3699","top"
"3700","bantu"
"3701","ruwet"
"3702","ringin promo min"
"3703","cepat bravo"
"3704","ribet   update buru buru atur kayak kayak update apk orang buru buru aishhhh"
"3705","apk bagus promo harga murah driver temu apk ramah cuman tinggal kendala lupa rating dirver rating  fitur rating ojol muncul pop up apk lupa merating ojol"
"3706","lumayan bagus mantap"
"3707","Lumayan"
"3708","mantap"
"3709","m "
"3710","kemudi ramah"
"3711","pemberitahuan update aplikasi update nympe gagal menginstal nyaman nih"
"3712","kontolodon"
"3713","ok "
"3714","ya  gue"
"3715",NA
"3716","draifernya hebat"
"3717","bagus"
"3718","layanan ok banyak in promo gratis ongkir"
"3719","good"
"3720","ok"
"3721","rama ugal ugalan kendara kendara"
"3722","aplikasi jemb hujan hujan butuh ojek dadak eh pas buka suruh update posisi indak kuota"
"3723","sok far sok good"
"3724","murah"
"3725","pemilihan driver masuk akal banayk"
"3726","kemudi ramah"
"3727","yuyu selamat tinggal dunia lihat bahagia sedih pas kelas selamat ulang ya allah semoga esok"
"3728","good"
"3729","bagus memuaskan"
"3730","amanah"
"3731","kecewa  mobil  motor food ok"
"3732","memuaskan"
"3733","klik pesan"
"3734","bagus"
"3735","kecewa sekal biaya siluman  promo  cek promonya abal abal"
"3736","okela"
"3737","alamat ubah deh aplikasi"
"3738","good "
"3739","ok mantap"
"3740","ki"
"3741"," baharu knpah error"
"3742","driver ramah"
"3743","memudhkan"
"3744","download alhamdulillah diskon  diskon "
"3745","baikhf"
"3746"," buru buru update hadeeeeh"
"3747","walasri ilyas"
"3748","bagus"
"3749",NA
"3750","trima anak selamat"
"3751","sukses "
"3752","ok"
"3753","mantap"
"3754","bagus"
"3755","update indak mlulu jaring haduhhh"
"3756","ubah smuanya sllau admin"
"3757","ok"
"3758","aplikasi update ya susah"
"3759","aplikasi  ngotak biaya layanan gede biaya tahi  mesen"
"3760","bagus"
"3761","good"
"3762","terima aplikasi kerjasamanya"
"3763","payah aplikasi jelek jelek sok adakan promo"
"3764","update performa turun lemot"
"3765","ok"
"3766","embel embel biaya kadang beli mahal ongkir harga produk beda toko beda  untung suai bisa ongkir harga jual umpama produk ongkir biaya emas bayang rb"
"3767","bagus"
"3768",NA
"3769","greb mantap ramah"
"3770","bagus"
"3771"," mahal biaya mesan ongkir mahal ongkir tera beda total"
"3772","titik maps suai"
"3773","ok mantap sekal kemudi ramah sopan ber ber kemudi sukses "
"3774","bagus"
"3775","mantap"
"3776","character"
"3777","bantu"
"3778","posisi butuh kendara suruh update  wifi hadeh"
"3779","very helpful"
"3780","memuaskan"
"3781","aplikasi bagus"
"3782","puas"
"3783","senang"
"3784","order suruh update napaaaa"
"3785","bagus"
"3786","update update mluk"
"3787","good job"
"3788","ok"
"3789",""
"3790",NA
"3791","mantap"
"3792","best"
"3793"," mantap"
"3794","bang kurirny sopan  ramah"
"3795","bagus suai"
"3796","helfully"
"3797","bantu"
"3798","admin mahal driver kena double order  jam beli  kuah promoan tipis"
"3799","beli obat  apotek lengkap"
"3800","sarana transportasi bantu smartphone"
"3801","update jelek bug pas mesen sen batal mohon"
"3802","memuaskan trim "
"3803","ok"
"3804","bagus"
"3805","puas mantap"
"3806","good bantu butuh"
"3807","bantu"
"3808","good job"
"3809","terima "
"3810","driver ramah hati"
"3811","enak"
"3812","ok"
"3813","cepat kemudi ramah"
"3814","the best"
"3815","terima   bike"
"3816","top rekomendet "
"3817","driver handal"
"3818","lumayanbagus"
"3819","jozzzz"
"3820","lumayan"
"3821","semoga bantu "
"3822","ulas keluh aplikasi lemot parah"
"3823","mantap"
"3824","mantab"
"3825","bagus murah timbang"
"3826","oke"
"3827","mantap"
"3828","keren"
"3829",NA
"3830","mahal pesan  food biaya mahal harga "
"3831","lumayan"
"3832","bantu rute diaekitar rumah angkot"
"3833"," ongkirnya"
"3834","ramah"
"3835","bantu"
"3836","apk "
"3837","beli paket unlimited ongkir food  lapor selidik detik solusi  serius menang rugi customer lapor x batal paket capek lapor tanggap serius"
"3838","goks"
"3839","mantap"
"3840",""
"3841","simpel"
"3842","aplikasi bantu"
"3843",NA
"3844","apknya bagus"
"3845","mantap"
"3846","sopn"
"3847","bagus"
"3848","puas m drivernya"
"3849","good"
"3850","good"
"3851","bagus"
"3852","mantap"
"3853","mantap aplikasi bantu sekal"
"3854",NA
"3855","good job"
"3856","ok nyaman  "
"3857","mantap"
"3858","good"
"3859","driver"
"3860","pesan  driver   pas telpon nyata mandi  driver  terima order sekal   kecewa"
"3861","memuaskan  ramah thank "
"3862","maaf ku  bintang map update sekal   masuk pelang puas cuman driver aplikasi  update suai peta"
"3863","sekal"
"3864","pesan  jam"
"3865","mantap"
"3866","mantap"
"3867","selpa selpi delok uwong koyo edan"
"3868"," ogah   semenjak hp bawa  kemudi lapor   data  kemudi nyata pesan  berhati"
"3869","oo"
"3870","respon cepat"
"3871",NA
"3872","memuaskan"
"3873","lumayan  nomor nipu orang tanggung aplikasi sampah"
"3874","mantap urus"
"3875","koo instal ya"
"3876","lumayanmemuaskan butuh"
"3877","perfect"
"3878","bagus"
"3879","mantap ber rama"
"3880","character"
"3881","nice"
"3882","kureng"
"3883","mantap"
"3884","iklan nya"
"3885","the best"
"3886","bpk nya"
"3887","mantap bantu"
"3888","order  dpet notif mesan gagal sila order restoran eh pas order restoran dicancel  order proses dicancel dapur auto uninstall order  malam"
"3889","kecewa  aplikasi armada  ganti hp"
"3890","ok"
"3891","senang sekal"
"3892","ok"
"3893","butuh kendara enak nge "
"3894","bagus"
"3895","oke"
"3896","bantu   kota  kunjung"
"3897","bantu"
"3898","keren"
"3899","bantu"
"3900"," bintang puas layanan nya"
"3901","bagus"
"3902","okk"
"3903",NA
"3904","bagus"
"3905","capek bayar  ovo top up gbsa  aneh  skipp uninstall"
"3906","maaf ya mama mahal   dibandingin langsung beli toko toko ribu   ribu sistem rumit download rugi  sistem praktis"
"3907","lumyan"
"3908","memuaskan"
"3909","mntap"
"3910","cowok mam mie warbros gara gara mahal ih"
"3911",NA
"3912","kadang kemudi bantu jakarta kemudi bantu angkat barang nenolong tumpang tuju rs kemudi repot bantu"
"3913",""
"3914","character"
"3915","oke mudah segalanyaa"
"3916","bantu"
"3917","cepat responnya"
"3918","cepat "
"3919","uang gua ovo"
"3920","app ribet  selfi susah jam selfi parah"
"3921","oke"
"3922","memuaskan"
"3923","ovo indak "
"3924","hai  terima  potong harga bantu sekal ajar ramah ramah layanan"
"3925","nyaman"
"3926","mantap"
"3927","good"
"3928","gua  pesan nasi kebuli beda batalin "
"3929","promo nya"
"3930","ramah"
"3931","mantab"
"3932","drivernya ramah"
"3933",NA
"3934","akun bekuk berik bintang aplikasi bodoh"
"3935","sangay bagus"
"3936","bagus puas"
"3937","good"
"3938","mantap"
"3939","bang  kota bsr bang motor"
"3940","bantu"
"3941","bantu "
"3942","good"
"3943","  food oke   sosialisasi driver ojolnya helm tumpang ber helm app ber higienis bulu layak  kepala"
"3944","kemarin suruh upgrade pas upgrade ruang memori uninstall eh tau instal sekal"
"3945","mantap discon"
"3946"," pesan biaya mesan   baharu ongkirnya mahal  harga  naikkin harga beli ongkirnya mahal mahal  terima "
"3947","bagus"
"3948"," mantap"
"3949","pesan batal kadang tunggu hari bulan lapor email cs rek koran direfund bulan"
"3950","ok"
"3951","nice"
"3952","login susah "
"3953",NA
"3954","aplikasi bantu"
"3955","apan  pungli kurir bayar ongkir keluarga terima barang suruh bayar"
"3956","bantu sulit"
"3957"," maksimal "
"3958","bagus"
"3959","supirnya ramah"
"3960","lumayanmemuaskan"
"3961","ok"
"3962","murah ramah"
"3963","good service"
"3964","memuaskan"
"3965","drivernya okeh"
"3966","bantu  transportasi"
"3967","memuaskan"
"3968",""
"3969","good"
"3970","fyi"
"3971","ok"
"3972","masuk verivikasi"
"3973","obrol asik"
"3974"," ya error pesan  lihat aktivitas suruh muat ulang aplikasi "
"3975","install ulang gagal memory sinyal wifi selesai gagal install"
"3976","bantu"
"3977","bagus"
"3978","sopan yaman"
"3979","trm mas semoga order"
"3980","driver cancel langsung ganti"
"3981","worth susah cari lokasi lengkap map nya"
"3982","install gagal"
"3983","jarang ubah ratting bintang bintang biaya mesan rp pikir mikir  bikin biaya mesan"
"3984","bagus diskonnn huhu main"
"3985","tmaksh "
"3986","bagus"
"3987","mantol mantap"
"3988","ojek mepet wort"
"3989","mengecwakan salah pesan batal"
"3990","cepat"
"3991","nya cepat "
"3992","aplikasi sampah parah update ubah aplikasi sampah  menu saldo ovo potong"
"3993","kemarin  tunai"
"3994","jos"
"3995","mantap on time"
"3996","aplikasi bantu"
"3997","nyaman ramah"
"3998","gran taxi"
"3999","motor listrik ramah lingkung  ya"
"4000","sopan drivernya"
"4001","tunai"
"4002",""
"4003","thankyou"
"4004",NA
"4005","bantu"
"4006","good"
"4007","maju  indonesia"
"4008","tida buka"
"4009","lumayanbaik ramah tetap smangadt bang"
"4010"," bantu konsumen"
"4011","layanan cepat"
"4012","sok far sok good"
"4013","susah downloadnya gagal terosss worth"
"4014","bagus"
"4015","bagus semoga promo"
"4016","masyaalloh top   aplikasi bantu sekal"
"4017","suka sekal"
"4018","keren"
"4019","manfaat"
"4020","memuaskan"
"4021","keren"
"4022","ramah driver shg nyaman sekal per anya"
"4023","good"
"4024","bantu"
"4025","ff"
"4026","mas ramah sabar tunggu"
"4027","kupoloophgko fp p ooodri"
"4028","amanah drivernya"
"4029","keren"
"4030","masang foto profil atur  coba ulang  tap   tutorial masang foto profil parah nih"
"4031","kemudi ramah"
"4032","mantap"
"4033","ok"
"4034","ok mantap"
"4035","mudah kecewa"
"4036","mantab"
"4037","keren"
"4038","bagus"
"4039","bantu"
"4040","bagus"
"4041",""
"4042","mudah pergi"
"4043","bike  tombol cancel nonaktif menit main cancel an driver otw cancel"
"4044","bantu"
"4045","oke"
"4046","terima "
"4047","mntaf"
"4048","mantab"
"4049",""
"4050","mahal promo mending gojek"
"4051","pesan  mobil jam stngh pagi susah jam pagi drivernya molor payaaahhhh"
"4052","lumayanbagus"
"4053","bantu"
"4054","driver batal pesan alas akun laporin  gubris"
"4055","maaf bintang mahal mahal apk"
"4056","alhamdulillah ramah"
"4057","zz"
"4058",NA
"4059","good"
"4060","character"
"4061","aplikasi bagus"
"4062","sebagaihiburan"
"4063","drivernya ramah "
"4064",NA
"4065","mantab"
"4066","bagus"
"4067","bantu manfaat"
"4068","sifat"
"4069","memuaskan"
"4070","nad nyaman"
"4071","mantal"
"4072","good"
"4073","tks  food malam malam lapar solusi"
"4074","mantap"
"4075","mohon hati harga  rekan mahal kitar harga asli beli ditrmpat bayar ongkir"
"4076","suka aplikasi gasuka driver nya"
"4077","digunain oembayaran tolak"
"4078",""
"4079","cepat ramah"
"4080","susah  anjeng pesan bile verif muka kedetec muka sialannnnn"
"4081","mantap"
"4082","bagus bantu"
"4083",NA
"4084","iya"
"4085","is good"
"4086",NA
"4087","sempurna"
"4088","mudah"
"4089","terima "
"4090","maaf ya bintang saya kurangi   bintang bintang driver ramah ramah beda  ada ketus   voucher diskon  paraaaaah"
"4091","ok"
"4092","bantu"
"4093","ok"
"4094","puas servis driver car nya"
"4095","alat transportasi"
"4096","alhamdulillah profesional"
"4097","bagus mantap "
"4098","biaya biaya biaya biaya biaya biaya biaya biayaaaaaaaaaaaaaaaa"
"4099","ramah  cepat promo"
"4100","skip"
"4101",""
"4102","piglet"
"4103","bagus"
"4104","bagus alamat lengkap map tingkat"
"4105","adeuuh susah"
"4106","mantap"
"4107","aplikator  maruk customer kena biaya biaya mesan an driver harga customer usaha dajjal"
"4108","mantap"
"4109","install "
"4110","bagus  mesan  fitur pesan telfon nyaman "
"4111","lumayanramah"
"4112","ok"
"4113","driver anter  pesan pesan pesan cepat bayar ongkir mah ngerugiin beli ongkir bayar kirim bareng cuan "
"4114",NA
"4115","driver ngobrolnya seru"
"4116","bagus"
"4117","mudah"
"4118","biaya parkir kurir tau ya  pesan deh kena parkir kadang kurir biaya parkir"
"4119","supirnya  sopan"
"4120","semoga cepat"
"4121","asik"
"4122","alhamdulillah kemudi"
"4123","keren"
"4124","mudah"
"4125","cepat jemput ya tahan"
"4126","lupa bahagia"
"4127","sisa ovo  masuk coba no telpon google fb sekal nih update salah erti deh"
"4128","ribet bikin akun  parah gagal mulu no hp email susahny ampyun"
"4129","mantaf"
"4130","donlot ya"
"4131","nyaman"
"4132","greb keren lancar"
"4133","good"
"4134","terima "
"4135","riang pahang  car susah nak order"
"4136","mantap"
"4137"," cianjur ramah orang air genang bablas basah baju  banned "
"4138","bagus"
"4139","ramah"
"4140","layanan"
"4141","puas "
"4142","kocak apk eror bikin kesel apk"
"4143","aplikasi bantu"
"4144","ok"
"4145","bayar cash"
"4146",""
"4147","sopan"
"4148","bagus sekal"
"4149","ok"
"4150","mantul"
"4151","mantap"
"4152","ramah"
"4153","terima selamat"
"4154","jos"
"4155","harga  biaya ongkir biaya parkir biaya mesan biaya kemas total harga order  food mahal ongkir dll muncul resto ogkirnya sahabat mahal ongkirnya harga  payah mending nyuruh ojek pangkal bayar rb total harga masuk ongkir rejeki"
"4156",NA
"4157","pas mantap"
"4158","greb ya"
"4159","keren"
"4160","bantu"
"4161","cepat efisien"
"4162","terima "
"4163","mantab"
"4164","bantu"
"4165","keren"
"4166","cepat pengirimanny"
"4167","oyes"
"4168","bantu"
"4169","aneh tunggu   driver anter sen pilih kirim pilih prioritas ngirimnya kesel   langgan  kacau deh pesan aplikasi ngirimnya cepat langsung lokasi buru lapar"
"4170","mantul"
"4171","kendara plat kendaraansering beda muncul pesan sulit kenal orang"
"4172"," nanggarjati no i"
"4173","bantu"
"4174","pokok top  bantu "
"4175","ribet   iya pesan  bike vermuk vermuk lawak"
"4176","bantu pergi"
"4177","puas"
"4178","driver sopan"
"4179"," sabar sekal"
"4180",NA
"4181","goblog aing te asup asup setan cungur mah aing genting kie ge bagong teh dagoan verifikasi aweh aweh wae bagong ah"
"4182","login"
