"","x"
"3204"," adil go food customer cancel driver enak cancel parah jam driver ngambil go food goride parah driver suka cancel enak cepat eh buang peforma turun"
"3205","ok"
"3206","inihh top up gopay mohon bantu butuh uang bikin selesa"
"3207","dahhh kirim gopay gojek gopay plus foto ktp verivikasi stuck situu gopay "
"3208","aplikasi gojek pemeras driver bayar fuul kedriver nyata an driver nyata segitu sebagay custumer bayar fuul wwktu n food"
"3209","ok"
"3210","sayah download"
"3211","goride gocar hilang"
"3212","bingung hadiah ultah anak kos kota alhamdulillah aplikasi gojek drivernya bantu "
"3213","aplikasi bagus top up game makan minum coba aplikasi coba ragu gofood taku salah alamat nyata pas coba nyata gojek aplikasi mudah mesan laku transaksi"
"3214","susah aplikasi bayar hutang gopay pinjam ribet ampun tinggal saldo gopay simple mah va bni alfamart alfamart woy gua bni susah lu"
"3215","susah cari driver nya"
"3216","uang teman tulis uptade update sih jelek nih app nya"
"3217","bantu sekal"
"3218","sulit cari driver jalan santai dipinggir jalan"
"3219","ngebut"
"3220","gojek percaya aman"
"3221","mantap"
"3222","bantu pergi"
"3223","top"
"3224",""
"3225","mantul"
"3226","kecewa malam buru pergi gojek eh cancel drivernya cuman sekal cancel drivernya biaya ayan lemot jemput kakak gadapet driver"
"3227","sampah"
"3228","go club jamin prioritas layan aplikasi jalan bagus kota bandung kota bandung go ride fungsi subuh macet hujan grab maxim"
"3229"," order food"
"3230",NA
"3231","mantappppplah"
"3232"," bintang mesen go ride kitar menit drivernya mangeakk"
"3233","tarik tunai gopay gopay rek gopay saldo gopay teman adh bantu admin terhormay"
"3234","ya mesen tuju cuman mesen gojek sekal muncul ujung ujung bayar akibat salah ngalamin"
"3235","mantap"
"3236","epdate memori gua full bang sih"
"3237","bagus bantu kembang"
"3238","mantap"
"3239","cepat tanggap humble"
"3240","gofood double double harga drivernya driver an drivernya ya susah driver bikin customer goride double biar bonceng"
"3241","keren"
"3242","ok"
"3243","gopay plus basic ribet ruwet"
"3244","bagus"
"3245","rekomen"
"3246","lumayan"
"3247","gu"
"3248","keren"
"3249","ok"
"3250","psan gojek bilang gojek kota mu gojek serak"
"3251","bagus"
"3252","aplikasi"
"3253","mantap"
"3254","aplikasi gila pusing adap aplikasi jelek"
"3255","good"
"3256","babi uang ribu utang deh dana ya tutup rugi usaha receh utang"
"3257","bagus bantu"
"3258","ribet vermuk"
"3259","jemput "
"3260","cepat mudah bantu"
"3261","keren"
"3262","merchandise bts gojek kirim hilang paket"
"3263","joosh"
"3264","good job"
"3265","ok"
"3266","bagus"
"3267","payah dupdate payah"
"3268","gojek jelek fitur tarik tunai diin febuari plus ayo developer benerin"
"3269","lemot gojek jaring stabil"
"3270","mantul"
"3271","fitur tarik tunai rekening normal kemarin tarik saldo eh fiturnya hilang fitur muncul pas fitur hilang"
"3272","biaya layan biaya aplikasi ya fitur order gabung driver makan dingin driver perak order customer bayar ongkir normal rb biaya layan biaya aplikasi komisi ongkir aplikator nya"
"3273","bagus wajib donload"
"3274"," driver ramah kayak grab ramah"
"3275","ok"
"3276","ok"
"3277","cari cuan biaya app mahal ayan turun drastis"
"3278","mitra driver layan gopay later mohon tolak juni wkwwkkw disebelah langsung malas gojek tinggal"
"3279","manfaat bantu"
"3280","oke mantap"
"3281","bantu beli makan"
"3282","aplikasi biadab jatah driver ambil"
"3283","mudah akses bayar"
"3284","happy "
"3285","bagus"
"3286","excellent"
"3287","tq"
"3288","bantu gojek moga jaya"
"3289","sedia live chat konfirmasi keluh langsung contoh daftar gopay plus ktp digital"
"3290","muaaanntaaap"
"3291","bantu desak"
"3292","nice"
"3293","titik mab pas"
"3294","kontolllll maju dunia aplikasi tampil neko neko simpel kayak jam management nadim kevin ruweeett"
"3295","oke"
"3296","brengsek"
"3297"," dana"
"3298","bintang"
"3299","go pinjam pinjam pinjam sistem jelek saldo pinjem"
"3300","plus reguler auto uninstall"
"3301","butut"
"3302","apk error gopay off ngurang saldo apk bodong sesal daftar"
"3303","mmuaskan"
"3304","lemot signal hp stabil buka apk belanja buka mohon ya"
"3305","bantu sekal"
"3306","menbantu cair dana kak"
"3307"," sabar orangtua"
"3308"," pemegang aplikator argo an anak istri rumah pola pikir sejahtera mitra"
"3309","nice aplikasi"
"3310","muas"
"3311","coba deh"
"3312","bagus updatenya"
"3313","driver gocarnya tuju rumah sakit puskesmas order drivernya berangkat parah suruh cancel drivernya"
"3314","bagus sekal"
"3315","sistem sih kin pin bilang salah hadehhh"
"3316","keren"
"3317","kecewa paylater daftar jago tolak gojek kugunakan jarang"
"3318","asli bikin asyik"
"3319","aplikasi gorade aplikasi payah"
"3320","kuasa online jalan dungus"
"3321","syukur kerja gojek coba lihat butuh kerja rating jelek dalih puas kinerja apk sadar harap rupiah gojek andai gojek kerja"
"3322","aplikasi aneh top up saldo gojek via bank transfer bayar tagih pbb cek totalin pas segitu bayar tagih top up ribu minumum ewallet segitu kena biaya admin tulis caskback rb ribu rb saldo transaksi kutotalin iya ya top up ribu sisa saldo ribu ribu"
"3323","ok"
"3324"," anggota data baju gojek nek harga tumpang kayak pulang"
"3325","mudah"
"3326","mantaaaaapp"
"3327","mantap"
"3328"," lokasi suai gojek lokasi suai jemput suka bikin bingung"
"3329","manfaat"
"3330","bagus aplikasi nya"
"3331","best"
"3332"," bintang dulu update fitur transportasi gocar"
"3333","cari driver susah kitar nongkrong sistem mending grab cepat driver dapetnya driver sistem gojek gojek payah"
"3334","bagus"
"3335","ok"
"3336","ok"
"3337","bintang nilai"
"3338","ok"
"3339","jos"
"3340","bantu mode transportasi food"
"3341","an driver rating performa skor kerja bagus sulit order arti sistem buruk benah order adil mitra"
"3342","mantap gojek miga sukses"
"3343","oke"
"3344"," go box pilih kendara engkel box dan daerah aplikasi"
"3345","ok"
"3346",""
"3347","mantap"
"3348"," akun gojek"
"3349","wis pokoke mudah aktifitas mobilitas"
"3350","apik"
"3351","kecewa"
"3352","mantap jooooo"
"3353","harga makan ongkir mahal ongkir promonya pelit go food"
"3354","aplikasi bantu orang sibuk"
"3355","simpel mahal cepat proses sukses gopay thanks"
"3356","instal ribet"
"3357"," gocar bandara paksa cancel bokingan karyawan murah alas mobil habis pagi malam alas suruh boking tarif mahal mobil upgrade kayak odong odong ramah"
"3358","good"
"3359","bantu"
"3360","suka ayan gojek tingkat ramah bikin shelter biar mudah ojol no indonesia moga tarik minat warga gojek bikin layan kirim barang express bikin nyaman aman tingkat safety lengkap moga gojek sukses tingkat taraf masyarakat butuh loker mudah moga ayan tiket nyaman aman express bikin ribet"
"3361","potongnganbanyak"
"3362","bagus"
"3363","gojek is the best"
"3364","aneh nih apk masak transaksi transaksi qris"
"3365","mantap"
"3366"," promo driver mobil malas malesan alas malam usaha rekrut driver kerja konsumen sulit cari driver"
"3367","fitur tarik tunai sih hilang"
"3368","kecewa gue udhlah mahal drivernya kgk ramah scanning driver mending tutup usaha"
"3369","parah gojek ayan buruk sih "
"3370","mantab"
"3371","apl bagus"
"3372","nya cepat"
"3373","respon cepat"
"3374","exis"
"3375","topup metode bayar via dana kakak"
"3376","verry good"
"3377","itb"
"3378","bantu "
"3379","mantap"
"3380","parah gojek"
"3381","akun promonya ya update uninstal instal gojek"
"3382","mantap"
"3383","parah drivernya niat gofood ongkos mahal nolak balas ngecancel omong driver ngechat bilang maaf mas ya ongkos mahal main jarak mesen gofood mending beli next cari driver gojek sampah driver"
"3384","double order an drivernya"
"3385","joss gandos"
"3386","parahhh separah parah setia gojek fasilitas gopaylater"
"3387","bagus"
"3388","pindah akun hp susah bangkai lu susah hak orang"
"3389","ya aplikasi sekal diupdate versi terbarutetep berik knapa berik solusi"
"3390","gojek tolol apk driver apk tumpang eror daglog"
"3391","ok mantap "
"3392","tarif bingung"
"3393","character"
"3394","gojek serakah gofood nyata aplikasi driver double order driver jalan order selesai dingin order lumayan order gofood mending cari ojek online kecewa"
"3395","driver malas angkut tumpang utama daerah cikampek"
"3396","cari driver sulit argo driver rendah bensin ribu mobil ongkos driver ribu sedanga jalan macet penyelesain estimasi map menit mikir cust"
"3397","balas komen gua gua bintang cepat"
"3398","kirim barang cancel driver cancel driver jujur penguna gojek kecewa berat aplikasi"
"3399","bantu sekal"
"3400","aplikasi gampang instalasi mudah operasi"
"3401","kecewa transaksi transfer bank sulit coba payah"
"3402","bayar gopay pinjam notifnya ya tagih segitu mohon bantu ya "
"3403"," barang tokopedia gosend instant driver pickup pengirman besok gosend instant kecewa gojek"
"3404","best"
"3405","aplikasi gopatner eror play store prio food send ride bego tim itnya bego itnya cc pusat on jam order bangkai gila cs belanja ribu driver ongkir gila bonus order kacau"
"3406"," direktur gojek driver motor jas hujan hujan gerimis susah ampun aplikasi kesel meminta cancel hati"
"3407","ok"
"3408","ok"
"3409","download mohon bantu minn"
"3410"," gofood double order mohon hapus makan dingin enak makan "
"3411","bagus "
"3412","update biar filter biar filterin jas hujan susah hujan"
"3413","no comment"
"3414","moga"
"3415","tarik saldo rekening bank"
"3416","bantu"
"3417","apps"
"3418","bagusssss"
"3419","gojek cari cuan sih cari cuan driver order gabung order harga normal nama ras keringat orang gojek karma order gabung"
"3420","lelet "
"3421","ok bantu"
"3422","moga gojek rugi embel embel biaya an drivernya keluh potong"
"3423","oke"
"3424","parah"
"3425","ok"
"3426","good"
"3427","pokok gojek mantab"
"3428","ayan bagus"
"3429","muas drivernya susah nrima order"
"3430","ok"
"3431",""
"3432","bagus"
"3433","aplkasi menyenengkan tutup mari alih grab aplikasi babi"
"3434","enak cepat"
"3435","aplikasi bantu manfaat kendara pulang bintang gojek"
"3436","greath pilih"
"3437",""
"3438","bagus"
"3439","rating driver bad attitude driver bad attitude judes humble all goofood goride omong emosi nada driver gofood ejang yayad"
"3440","bantu"
"3441","mantap poll"
"3442","pencet pulang eh lokasi"
"3443","bangkee apk"
"3444","oke"
"3445","cocok bintang"
"3446","good"
"3447","puas deh pokok"
"3448","daabess"
"3449","ayan lambat keluh customer top up gopay top up saldo kunjung "
"3450","ganti nomor susah belit belit"
"3451"," info setangah gopay hilang"
"3452","mudah transportasi kirim barang saran luas jaring masak wungu gojek sebelah persis kab semarang"
"3453","cocok sudah byee"
"3454","mantul"
"3455"," cari lokasi nemu"
"3456"," hri proses transfer nya"
"3457","hancur gojek"
"3458","pantesan kode otp nyata adminnya cuti idam sih istri"
"3459","bantu"
"3460","upgrade gopay plus susah ampuunnn"
"3461","biaya tf mahal"
"3462","bagus sekal"
"3463","bagus "
"3464"," attitude bagus driver an bagus atitude bawa"
"3465","biaya aplikasi suai performa kualitas ayan buruk biaya ongkir mahal"
"3466","kode otp"
"3467","friendly easy use"
"3468"," promo ya"
"3469","bintang yyy"
"3470","bintang fast respon lancar apknya good"
"3471","error aplikasi buka"
"3472","bantu "
"3473","gojek gila order sepi tarif hancur"
"3474","nantab"
"3475","good"
"3476","mantap"
"3477","kadang susah cari driver alamat"
"3478","game sih main main sih download game"
"3479",""
"3480","gojeg bantu"
"3481","mantap"
"3482","ayan"
"3483","habis komentar sedih cerita"
"3484","bantu tuju tuju presisi"
"3485",""
"3486","mudah cepat"
"3487","aman"
"3488","character"
"3489","metode tarik tunai"
"3490","order gabung food bikin makan dingin salah drivernya an nganter salah sistem gojek gojek bikin sistem susah bikin "
"3491","bantu manusia"
"3492","ok"
"3493","bantu tuju"
"3494","sevice bagus"
"3495","ayan cepat ramah"
"3496","bagus kadang ongkos mahal"
"3497","bantu"
"3498","bagus "
"3499","bantu"
"3500","ok"
"3501","aplikasi bikin sok simple ambigu rame kepake ikon ikon sulit dmengerti bedak salah ikon bulat panah fak tuh doang alamat kirim mondar mandir isi alamat layout sih gojek ngelag iklan tokped gede otomatis klik pop up judi slot shopee"
"3502","good"
"3503","mudah jalan diwilyah"
"3504","bayar spaylater shopee ya turun performa hmm"
"3505","kirim saldo rekening"
"3506","aplikasi sebal masak wifi internet mulu tulis susah gofood kondisi internet aktif aplikasi gojek eror mulu"
"3507","cepat responnya"
"3508","kirim lancar cepat alhamdulillah"
"3509","beli go food gopay later tanggal mei tanggal mei notifikasi tunggak bayar april nyata belanja mei tagih april customer service tagih belanja belanja tanggal mei tagih april bayar tagih tutup gopaylater review aplikasi done moga pembelajaran editing benerkan sambung meta meta robot cs nih"
"3510","dompet gopay kunci hubung cs tanggap saldo kunci parahhh"
"3511","dtaut brimo nice"
"3512","ok "
"3513","parah top up "
"3514","ongkir mahal biaya aplikasi mahal promo kayak t i belanja potong dikit ngotak makan driver ulang nyata biaya cari driver gede wkwk salah aplikasimya dpat driver customer byar cari driver nya"
"3515","aco alih mending"
"3516","oke"
"3517","good"
"3518","bantu"
"3519","driver on time titik lokasi"
"3520","gojek ganteng"
"3521"," fitur discount"
"3522","an driver order gabung lambat makan customer argo full loh pas driver driver"
"3523","ok"
"3524","biaaya layan mehong seiiiii"
"3525","mantap"
"3526","senang gojek pas order gocar mepet driver loh drivernya kesel coba order butuh gajadi berangkat ya "
"3527","maaf ya bintang ayan muas gocar supir tolak alas cuci suruh batalin jam batalin akun dibaned beda grab trnyta anter alih kemudi marah marah pngemudi mslah"
"3528","good apps"
"3529","gopaylaternya gojek kayak tagih pinjol teror via telepon mengatasnamakan telkom kantor pos ber ramah tagih sistem spam telepon beru juta dapt limit rb nak dampak"
"3530","ganti bos ribet apk plus plus ktp gua buram susah anjir"
"3531","suka fitur dobel order layan gofood makan dingin enak kayak driver saja gojej pengin untung gede alias rakus"
"3532","payah"
"3533","good"
"3534","bayar alfagift lain padahal top up dan update"
"3535","bagus"
"3536","bagus"
"3537","oke"
"3538","cari drivernya susah"
"3539","ok"
"3540","senang mantap bos"
"3541","cocok"
"3542","good"
"3543","bagus harga kompetetif"
"3544","mantap"
"3545","good"
"3546","ok gampang cepat"
"3547","bantu "
"3548"," bintang tah kualitas ya"
"3549","mudah bayar bayar"
"3550","aplikasi bagus ludahin gojek kendara"
"3551","bagus mantap"
"3552"," gojek harga k eh drivernya tembak harga k turun tuju mesen gojek eh cari drive kecewa soryy gue turunin bintang"
"3553","ramah yama"
"3554","senang"
"3555","upgrade jogek nya"
"3556","transfer gojek"
"3557","parah saldo "
"3558","pagi gocar airport rumah gocar aplikasi drivernya lokasi jauh driver erti titik jemput baca maps akibat tinggal pesawat"
"3559","mantap"
"3560"," promonya biaya layan gede harga ng tk"
"3561","istimewa"
"3562","ayan bagus cpat"
"3563","gojek yes ok"
"3564","top up ya request an suruh update update min "
"3565","bagus"
"3566","deh bagus"
"3567","hilang biaya jasa aplikasi rugi customer untung gojek"
"3568","ok"
"3569","driver suka malas malesan posisi tumpang dikit cancel driver jelek ayan"
"3570"," order drivernya ya cencel drivernya"
"3571","go jek ok"
"3572","mantap"
"3573","biyaya layan an"
"3574","tf ganggu mulu suruh eh "
"3575","bagus"
"3576","moga driver full senyum"
"3577",NA
"3578","good"
"3579","aduh butuh dana desak pending transfer gopay bank jago x jam deh"
"3580","bantu akun"
"3581","pilih"
"3582","aplikasi bagus tf bank payab dilaynya"
"3583","buruk gila gofood bakmi godog driver jalan order bakmi comberan mahal buruk"
"3584","tf gopay jago saldo potong"
"3585","status proses mulu ber jam jam proses sekal aplikasi aneh benerin coba bos tf "
"3586"," top up malam nya"
"3587","bantu"
"3588","enak aplikasi gojek laper malam gojek simpel semangat juang rupiah"
"3589","bagus"
"3590","digopay tarik tunai upgrade"
"3591","anjlok cuy data jaring hidup mati aplikasi waras"
"3592","rute kos salah via apk via gmaps"
"3593","mgp daftar"
"3594","aplikasi isi saldo pilih saldo go drive go ride go driver go pay nama aplikasi gojek saldo isi salah orang bingung isi saldo mending dana nama isi saldo dana aplikasi labil not recomended"
"3595","mudah aplikasi"
"3596","bagus ramah enak bawa"
"3597","cepat nyaman"
"3598","mantaffff"
"3599","antjaaaay apk bertahun gopaylatter lancar ajuin gopaypinjam tolak mulu ajuin"
"3600","gofood mahal promo kalah aplikasi sebelah mohon tingkat"
"3601","zalim ongkos doubel order konsumen ongkir normal driver ongkir rebu"
"3602","ok"
"3603","hipnotis driver gofod alesannya pinjam hp tips eh bawa hp alesannya buka atur biar hpku lemot untung anak tangis driver langsung cabut hpku langsung ku ambil doko mei set mlam"
